"metric","value"
"crude_Moran_I_223",0.738475541460516
"crude_Moran_p_223",0.0000000000000000000000000000000000000000000000000000000000000000350507056945427
"min_rate_223",0.606983957414006
"max_rate_223",13.6108229154896
"cases_223",14911
