"region","year","cases","population","rate_100k","건강생활실천율_조율","상수도보급률","독거노인비율","기초생활수급자수율","재정자립도","재정자주도","성비","고령인구비율","도시지역인구비율","순이동인구","관내진료비_입원","의원_가정의학과","우울감경험률_표준화율","식품안정성확보율_표준화율","폐수배출업소수","가정용_개소수","간이상수도용_개소수","검사합계","개·보수관로_부분보수(개소)_계","공공하수처리구역인구보급률(%)","하수처리구역외_정화조인구","총면적(㎢)","농가수(호)_젖소","농가수(호)_돼지","농가수(호)_가금","1인가구_80~84세","답","임야","대","굴_자연채묘 생산량(kg)","oyster_z","dairy_farm_z","gw_household_z","gw_simple_z","water_supply_z","septic_pop_z","ww_facility_z","pub_sewage_z","test_total_z","sewer_repair_z","paddy_z","forest_z","residential_z","health_practice_z","food_safety_z","elderly_alone_z","alone_80_84_z","welfare_z","fiscal_indep_z","fiscal_auto_z","sex_ratio_z","elderly_rate_z","urban_pop_rate_z","net_migration_z","med_in_z","clinic_family_z","depression_z","idarea","idtime","idarea_time"
"서울시용산구",2020,20,230040,8.69414014953921,48.2,100,16.07632168,3.59,49.9,65.2,92.8,17.3,100,1297,26668824,3,2.7,98.9,53,0,0,68,0,100,0,21.8,0,0,0,1106,0,1602561,10092419.5,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.90059651482286,-1.22364693762416,-0.44645200023936,1.58446219867192,1.01490923682017,-1.54517435086611,-0.389172503295013,-0.986069748447918,2.02315281553307,0.672618239522113,-1.39873972717472,-0.438480787336626,0.708692154522277,1.30407807926858,0.0793511128533558,0.568216689190515,-0.998655411839273,3,1,11
"서울시용산구",2021,51,222953,22.8747762981436,42.5,100,16.07632168,3.59,45.9,62.2,92.6,17.3,100,-3561,23860976,4,6.9,98.9,53,0,0,68,0,100,0,21.8,0,0,0,1117,0,1602504,10092398,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.90059651482286,-1.22364693762416,-0.44645200023936,0.955860427880136,1.01490923682017,-1.54517435086611,-0.377123195468938,-0.986069748447918,1.70445807334801,0.413813821436592,-1.43578919744463,-0.438480787336626,0.708692154522277,-0.7455502325292,0.0260351307054291,0.568216689190515,1.00044832999338,3,2,12
"서울시용산구",2022,21,218650,9.6043905785502,54.2,100,18.769166796611,3.59,47.7,64.5,92.5,17.6,100,-1279,25766075,4,3.9,98.9,53,0,0,68,0,100,0,21.8,0,0,0,1189,0,1602504,10083253,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.90059651482286,-1.22364693762416,-0.44645200023936,2.24614827318959,1.01490923682017,-0.775149252818437,-0.298254998789178,-0.986069748447918,1.84787070733129,0.612230541968824,-1.45431393257958,-0.438480787336626,0.708692154522277,-0.7455502325292,0.0628477180866169,0.568216689190515,-0.998655411839273,3,3,13
"서울시용산구",2023,7,213151,3.28405684233243,53.7,100,19.5392339254313,3.59,49.2,65.1,92.3,18.4,100,-5231,25766075,4,7.2,98.9,53,0,0,68,0,100,0,21.868,0,0,0,1175,0,1602504,10085427.5,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.90059651482286,-1.22364693762416,-0.44645200023936,2.19100776697978,1.01490923682017,-0.574198958860128,-0.313590481476909,-0.986069748447918,1.96738123565068,0.663991425585928,-1.49136340284949,-0.438480787336626,0.708692154522277,-0.7455502325292,0.0628477180866169,0.568216689190515,1.00044832999338,3,4,14
"서울시용산구",2024,4,203854,1.96218862519254,62.8,100,19.5392339254313,3.59,49.6,62.4,91.6,19.1,100,-5231,25766075,4,2.9,98.2,53,0,0,68,0,100,0,21.868,0,0,0,1145,0,1601934,10063924.4,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.90059651482286,-1.22364693762416,-0.44645200023936,3.19456497999824,1.01490923682017,-0.574198958860128,-0.346452230093476,-0.986069748447918,1.99925070986919,0.43106744930896,-1.62103654879418,-0.438480787336626,0.708692154522277,-0.7455502325292,0.0628477180866169,0.568216689190515,-0.998655411839273,3,5,15
"서울시성동구",2020,24,293556,8.17561214895965,39.5,100,16.2011665,3.31,39.2,60,95.48,15.5,100,-7943,39708318,4,4.8,92.4,257,1,0,38,66,100,0,16.74,0,0,0,1167,18081,261795.2,6252810.7,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,1.23120605256646,1.34007083859956,-0.995079180403383,-0.102959732293868,-0.900248345226159,-1.22364693762416,-1.34015753034149,0.625017390621302,-0.984426097198368,-1.50686840049107,-0.322353614441327,-0.986069748447918,1.17064438018803,0.224023914840543,-0.902276825557928,-1.3290200913081,0.708692154522277,-0.7455502325292,0.270120321817191,0.568216689190515,-0.998655411839273,4,1,16
"서울시성동구",2021,30,285990,10.489877268436,41.7,100,16.2011665,3.31,40.1,60,95.1,16.2,100,-6244,42296197,5,8.6,92.4,257,0,0,38,18,100,0,16.74,0,0,0,1252,18081,260867.2,6240097.9,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,1.23120605256646,1.34007083859956,-0.995079180403383,-0.109586692482074,-0.900248345226159,-1.22364693762416,-1.34015753034149,0.867635617944447,-0.984426097198368,-1.50686840049107,-0.229245326694387,-0.986069748447918,1.24235069717967,0.224023914840543,-0.972670819070759,-1.3290200913081,0.708692154522277,-0.7455502325292,0.300377904810111,0.568216689190515,1.00044832999338,4,2,17
"서울시성동구",2022,7,281000,2.49110320284698,56.6,100,18.116978750263,3.31,40.6,62,94.6,16.9,100,-4015,46996046,5,6.9,92.4,257,0,0,38,18,100,0,16.74,0,0,0,1398,15066,257414.2,6242263.6,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,1.23120605256646,1.34007083859956,-0.995079180403383,-0.109586692482074,-0.90030640237643,-1.22364693762416,-1.34015753034149,2.51082270299665,-0.984426097198368,-0.951558540667422,-0.0693181500937614,-0.986069748447918,1.2821875399528,0.396560193564224,-1.06529449474553,-0.438480787336626,0.708692154522277,-0.7455502325292,0.350873734072312,0.568216689190515,1.00044832999338,4,3,18
"서울시성동구",2023,8,277361,2.88432764519886,48.8,100,18.7291920422249,3.31,40.7,60.3,94.2,17.8,100,-3685,46996046,7,7.4,92.4,257,0,0,38,18,100,0,16.82,0,0,0,1503,15023,257420.2,6244650.7,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,1.23120605256646,1.34007083859956,-0.995079180403383,-0.109586692482074,-0.900307230388855,-1.22364693762416,-1.34015753034149,1.65063080612369,-0.984426097198368,-0.785793370925327,0.0456979700642228,-0.986069748447918,1.29015490850743,0.249904356649095,-1.13939343528535,-0.438480787336626,0.708692154522277,-0.7455502325292,0.350873734072312,1.49992493690731,1.00044832999338,4,4,19
"서울시성동구",2024,6,273669,2.19242954079563,54.8,100,18.7291920422249,3.31,39.3,58.9,93.7,18.6,100,-3685,46996046,7,5.8,93,257,0,0,38,18,100,0,16.82,0,0,0,1508,13238,256594.6,6251197.3,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,1.23120605256646,1.34007083859956,-0.995079180403383,-0.109586692482074,-0.900341602532548,-1.22364693762416,-1.34015753034149,2.31231688064135,-0.984426097198368,-0.785793370925327,0.051174928166984,-0.986069748447918,1.17861174874266,0.129128961542519,-1.23201711096012,-0.438480787336626,0.708692154522277,-0.7455502325292,0.350873734072312,1.49992493690731,-0.998655411839273,4,5,20
"서울시광진구",2020,30,346682,8.65346340450326,42.7,100,16.29862257,3.42,32.1,56.7,93.28,14.5,100,-4777,69961999,7,7.6,93.2,44,7,0,15,0,100,0,16.96,0,0,0,1084,11122,2478479.4,6986781.2,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.900382348446304,-1.22364693762416,-1.34015753034149,0.977916630364059,-0.984426097198368,-1.47715882865179,-0.413271118947162,-0.986069748447918,0.604961212809549,-0.0606609450535294,-1.30982099852694,-1.3290200913081,0.708692154522277,-0.7455502325292,0.541558267701629,1.49992493690731,1.00044832999338,5,1,21
"서울시광진구",2021,28,339996,8.23539100460005,43,100,16.29862257,3.42,34.8,58.3,93.2,15.1,100,-5228,70915527,7,7.7,93.2,44,7,0,15,0,100,0,16.96,0,0,0,1216,11122,2477529.4,6983530,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.900382348446304,-1.22364693762416,-1.34015753034149,1.01100093408994,-0.984426097198368,-1.47715882865179,-0.268679425034267,-0.986069748447918,0.820080163784465,0.0773680779254145,-1.3246407866349,-1.3290200913081,0.708692154522277,-0.7455502325292,0.548045839385273,1.49992493690731,1.00044832999338,5,2,22
"서울시광진구",2022,9,337416,2.66733053559997,49.6,100,18.3225710404377,3.42,34,57.7,92.9,15.9,100,-1210,69659756,7,8,93.2,44,6,0,15,0,100,0,16.96,0,0,0,1412,11122,2473129.4,7010318,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.112071802552651,-0.900382348446304,-1.22364693762416,-1.34015753034149,1.73885561605938,-0.984426097198368,-0.895306865971029,-0.0539826674060302,-0.986069748447918,0.756341215347453,0.0256071943083109,-1.38021499203976,-1.3290200913081,0.708692154522277,-0.7455502325292,0.539483413234533,1.49992493690731,1.00044832999338,5,3,23
"서울시광진구",2023,5,335554,1.49007313278936,49.7,100,18.4463612050796,3.42,33.1,56.6,92.5,16.8,100,-1548,69659756,7,10.4,93.2,44,6,0,15,43,100,0,17.063,0,0,0,1515,11122,2472892.4,7011305.6,0,-0.138486088238282,-0.41506844072688,-0.99507918040338,-1.71385315027395,0.905063196426787,-0.707519340445803,-1.19851916621514,1.34007083859956,-0.995079180403383,-0.106135150717384,-0.900382348446304,-1.22364693762416,-1.34015753034149,1.74988371730134,-0.984426097198368,-0.861724865762384,0.0588426695108496,-0.986069748447918,0.684634898355814,-0.0692877589897136,-1.45431393257958,-0.438480787336626,0.708692154522277,-0.7455502325292,0.539483413234533,1.49992493690731,1.00044832999338,5,4,24
