"region","year","cpo","pit","numerical_failure"
"강원도태백시",2024,0.293824401057547,0.900144520904996,0
"강원도속초시",2020,0.0965306681606652,0.200873517091855,0
"강원도속초시",2021,0.0912878543092499,0.44206563437025,0
"강원도속초시",2022,0.190319469138016,0.631515993480675,0
"강원도속초시",2023,0.0302078959528467,0.98118894685505,0
"강원도속초시",2024,0.127637709398924,0.905117854443226,0
"강원도삼척시",2020,0.187763394045082,0.560976188422225,0
"강원도삼척시",2021,0.112390641066215,0.240856993429657,0
"강원도삼척시",2022,0.241324693779238,0.720614899017701,0
"강원도삼척시",2023,0.346814130817072,0.760885761528883,0
"강원도삼척시",2024,0.131305859677431,0.950605905248067,0
"강원도홍천군",2020,0.124855231180418,0.580307760221513,0
"강원도홍천군",2021,0.00809392471723356,0.981566646439437,0
"강원도홍천군",2022,0.194126684826526,0.611386750536364,0
"강원도홍천군",2023,0.295109691174862,0.493427088670503,0
"강원도홍천군",2024,0.3187000040504,0.560641494052533,0
"강원도횡성군",2020,0.0411692919425096,0.953107723438948,0
"강원도횡성군",2021,0.0477737525662159,0.0742091703860481,0
"강원도횡성군",2022,0.11631844685293,0.11631844685293,0
"강원도횡성군",2023,0.341618758655942,0.658102104179382,0
"강원도횡성군",2024,0.170020145057591,0.914417516827035,0
"강원도영월군",2020,0.12047386414782,0.12047386414782,0
"강원도영월군",2021,0.162475050255963,0.654315684534654,0
"강원도영월군",2022,0.271632683586233,0.271632683586233,0
"강원도영월군",2023,0.509178714386471,0.509178714386471,0
"강원도영월군",2024,0.000416858586023408,0.999936043375396,0
"강원도평창군",2020,0.189589511244087,0.384507929359595,0
"강원도평창군",2021,0.0278095554372364,0.956533902970809,0
"강원도평창군",2022,0.268272783563122,0.4317390735273,0
"강원도평창군",2023,0.0583659148203087,0.97737376715717,0
"강원도평창군",2024,0.149121265540989,0.935897856509396,0
"강원도정선군",2020,0.103315779125991,0.938467482761254,0
"강원도정선군",2021,0.235815754088885,0.57802986301742,0
"강원도정선군",2022,0.341439769131002,0.799265543869052,0
"강원도정선군",2023,0.552781695081915,0.552781695081914,0
"강원도정선군",2024,0.28283401640128,0.913355742174767,0
"강원도철원군",2020,0.137861032748788,0.253439698264703,0
"강원도철원군",2021,0.116953359911742,0.513504876570563,0
"강원도철원군",2022,0.247851470726699,0.390590468744405,0
"강원도철원군",2023,0.0605903095321127,0.975284306865013,0
"강원도철원군",2024,0.140243166921146,0.942419860998626,0
"강원도화천군",2020,0.240079033265872,0.722250767038668,0
"강원도화천군",2021,0.20717993792741,0.44461375572511,0
"강원도화천군",2022,0.429946466977727,0.429946466977727,0
"강원도화천군",2023,0.587082982931565,0.587082982931564,0
"강원도화천군",2024,0.0609898459960344,0.987960081822454,0
"강원도양구군",2020,0.326180653699524,0.601794718166681,0
"강원도양구군",2021,0.229018039839729,0.553683347697369,0
"강원도양구군",2022,0.343494541285332,0.767752959203298,0
"강원도양구군",2023,0.263792576767112,0.928471718610984,0
