"variant","covariate","IRR","lo","hi","credible","DIC","WAIC"
"vb_off","pub_sewage_z",1.00096823789309,0.909297385658675,1.10220352738854,0,5704.27926240179,5716.8489446501
"vb_off","test_total_z",0.986882827780588,0.936596194392234,1.03976924041445,0,5704.27926240179,5716.8489446501
"vb_off","sewer_repair_z",0.919916825505272,0.837270872715818,1.01075875537316,0,5704.27926240179,5716.8489446501
"vb_off","paddy_z",0.961505799169625,0.88556803340378,1.04346932768713,0,5704.27926240179,5716.8489446501
"vb_off","forest_z",0.83029648317651,0.752908348045732,0.917075305904716,1,5704.27926240179,5716.8489446501
"vb_off","residential_z",1.06179423122972,0.982449977193188,1.1475689158477,0,5704.27926240179,5716.8489446501
"vb_off","health_practice_z",0.971180118694548,0.919187254831083,1.02622831396112,0,5704.27926240179,5716.8489446501
"vb_off","food_safety_z",1.03193826736978,0.991423136196481,1.07412268155431,0,5704.27926240179,5716.8489446501
"vb_off","elderly_alone_z",0.968917637974625,0.915435976280084,1.02538173282918,0,5704.27926240179,5716.8489446501
"vb_off","alone_80_84_z",0.957005629318777,0.907930246715548,1.00813029340707,0,5704.27926240179,5716.8489446501
"vb_off","welfare_z",1.00979547129889,0.95694367435327,1.06529469221595,0,5704.27926240179,5716.8489446501
"vb_off","fiscal_indep_z",0.861071103042876,0.791145750534955,0.937115064430005,1,5704.27926240179,5716.8489446501
"vb_off","fiscal_auto_z",1.08062358349571,0.992088710609198,1.17735158175269,0,5704.27926240179,5716.8489446501
"vb_off","sex_ratio_z",1.00591323308359,0.958446975075889,1.0556719081553,0,5704.27926240179,5716.8489446501
"vb_off","elderly_rate_z",1.02155512875603,0.938568017190985,1.11185497194674,0,5704.27926240179,5716.8489446501
"vb_off","urban_pop_rate_z",0.952461823355066,0.886638191595097,1.02309432880119,0,5704.27926240179,5716.8489446501
"vb_off","net_migration_z",1.00936157534337,0.973611073640807,1.04639302884871,0,5704.27926240179,5716.8489446501
"vb_off","med_in_z",1.03920081050099,0.955859367713464,1.13042117444774,0,5704.27926240179,5716.8489446501
"vb_off","clinic_family_z",1.00510079136933,0.952272059906565,1.06069848126098,0,5704.27926240179,5716.8489446501
"vb_off","depression_z",1.02277406507806,0.986761009369777,1.06012452055835,0,5704.27926240179,5716.8489446501
"laplace","oyster_z",1.01064848720687,0.95991150635795,1.06486639052222,0,5703.87372890278,5715.95183084188
"laplace","dairy_farm_z",1.04492532821864,1.00583852438649,1.08539854198321,1,5703.87372890278,5715.95183084188
"laplace","gw_household_z",1.07928672668839,1.00620444460407,1.15653168263366,1,5703.87372890278,5715.95183084188
"laplace","gw_simple_z",1.05848303081694,0.997489015698005,1.12325251746055,0,5703.87372890278,5715.95183084188
"laplace","water_supply_z",1.01272424599781,0.93308474501386,1.09909073041714,0,5703.87372890278,5715.95183084188
"laplace","septic_pop_z",1.00581277095565,0.960940563829731,1.05293774495235,0,5703.87372890278,5715.95183084188
"laplace","ww_facility_z",0.990424777496564,0.934664314520893,1.04967622875072,0,5703.87372890278,5715.95183084188
"laplace","pub_sewage_z",1.00110520084818,0.909446692082323,1.10234013583039,0,5703.87372890278,5715.95183084188
"laplace","test_total_z",0.987204465440898,0.936921159795361,1.04008625341683,0,5703.87372890278,5715.95183084188
"laplace","sewer_repair_z",0.910520619888838,0.828717559688237,1.00042743162026,0,5703.87372890278,5715.95183084188
"laplace","paddy_z",0.96135385199561,0.885450006025508,1.04327020464839,0,5703.87372890278,5715.95183084188
"laplace","forest_z",0.828725521127974,0.751519433778057,0.915279379475148,1,5703.87372890278,5715.95183084188
"laplace","residential_z",1.06243940494254,0.983093234390372,1.14823958189433,0,5703.87372890278,5715.95183084188
"laplace","health_practice_z",0.970724171818991,0.918757519024625,1.02574635307291,0,5703.87372890278,5715.95183084188
"laplace","food_safety_z",1.03207796518953,0.991565670287598,1.07426115617406,0,5703.87372890278,5715.95183084188
"laplace","elderly_alone_z",0.968348214503296,0.91488312157639,1.02477940085972,0,5703.87372890278,5715.95183084188
"laplace","alone_80_84_z",0.958952332269691,0.909825437862434,1.01015205557285,0,5703.87372890278,5715.95183084188
"laplace","welfare_z",1.00958823992606,0.956758948503621,1.0650530506168,0,5703.87372890278,5715.95183084188
"laplace","fiscal_indep_z",0.861414605887546,0.791481921785148,0.937460716425177,1,5703.87372890278,5715.95183084188
"laplace","fiscal_auto_z",1.07944555306167,0.991025957442232,1.17602723440929,0,5703.87372890278,5715.95183084188
"laplace","sex_ratio_z",1.00566138241454,0.958209512158632,1.0554009711263,0,5703.87372890278,5715.95183084188
"laplace","elderly_rate_z",1.02014447314041,0.937284594211669,1.11029585401697,0,5703.87372890278,5715.95183084188
"laplace","urban_pop_rate_z",0.95264251893361,0.886819310288565,1.02327299473311,0,5703.87372890278,5715.95183084188
"laplace","net_migration_z",1.00957134112206,0.973812782432941,1.04661100061748,0,5703.87372890278,5715.95183084188
"laplace","med_in_z",1.04260481933889,0.958988760693826,1.1341649151512,0,5703.87372890278,5715.95183084188
"laplace","clinic_family_z",1.00513555066068,0.952301611302424,1.06072810277229,0,5703.87372890278,5715.95183084188
"laplace","depression_z",1.02294745284872,0.986921155607893,1.06031588567054,0,5703.87372890278,5715.95183084188
"grid_int","oyster_z",1.01075518684533,0.959993470025783,1.06500132244179,0,5703.85840708096,5716.45687753125
"grid_int","dairy_farm_z",1.04491315532474,1.00581365075741,1.085399640063,1,5703.85840708096,5716.45687753125
"grid_int","gw_household_z",1.07924125465408,1.00612863341534,1.15651587707095,1,5703.85840708096,5716.45687753125
"grid_int","gw_simple_z",1.05848184100368,0.997459593227817,1.12328835911584,0,5703.85840708096,5716.45687753125
"grid_int","water_supply_z",1.01272114156368,0.933052757121525,1.09912080496264,0,5703.85840708096,5716.45687753125
"grid_int","septic_pop_z",1.00581172273484,0.960924569311934,1.05294814816837,0,5703.85840708096,5716.45687753125
"grid_int","ww_facility_z",0.990420708530036,0.934633365292676,1.04970211208843,0,5703.85840708096,5716.45687753125
"grid_int","pub_sewage_z",1.00113066629793,0.9094363554778,1.10240538585687,0,5703.85840708096,5716.45687753125
"grid_int","test_total_z",0.987178949479426,0.93687070733574,1.04009022091543,0,5703.85840708096,5716.45687753125
"grid_int","sewer_repair_z",0.910557149215524,0.82876011495382,1.0004549029038,0,5703.85840708096,5716.45687753125
"grid_int","paddy_z",0.961319854073561,0.885383550394,1.04328064572945,0,5703.85840708096,5716.45687753125
"grid_int","forest_z",0.82875950163638,0.751513388949791,0.915364098898308,1,5703.85840708096,5716.45687753125
"grid_int","residential_z",1.06246947901061,0.983083912680869,1.14831053489527,0,5703.85840708096,5716.45687753125
"grid_int","health_practice_z",0.970706638292279,0.918734968849191,1.02573163808988,0,5703.85840708096,5716.45687753125
"grid_int","food_safety_z",1.03207446441723,0.991550851818589,1.07426960733349,0,5703.85840708096,5716.45687753125
"grid_int","elderly_alone_z",0.968338663207067,0.914874546463379,1.02477469644053,0,5703.85840708096,5716.45687753125
"grid_int","alone_80_84_z",0.95887932701875,0.909730312257998,1.01010396928323,0,5703.85840708096,5716.45687753125
"grid_int","welfare_z",1.00956678091353,0.95671389020789,1.06505843488187,0,5703.85840708096,5716.45687753125
"grid_int","fiscal_indep_z",0.861410673094452,0.791447213638108,0.937494560087731,1,5703.85840708096,5716.45687753125
"grid_int","fiscal_auto_z",1.07945076534349,0.991000009873701,1.17606666435179,0,5703.85840708096,5716.45687753125
"grid_int","sex_ratio_z",1.005662875174,0.958213192017733,1.05539752704597,0,5703.85840708096,5716.45687753125
"grid_int","elderly_rate_z",1.020108689026,0.937235641225475,1.11027847528987,0,5703.85840708096,5716.45687753125
"grid_int","urban_pop_rate_z",0.95260726498232,0.886768406567733,1.0232616576954,0,5703.85840708096,5716.45687753125
"grid_int","net_migration_z",1.00955618064774,0.973795368282071,1.04659767323317,0,5703.85840708096,5716.45687753125
"grid_int","med_in_z",1.04270116553104,0.959055726129644,1.13428947091118,0,5703.85840708096,5716.45687753125
"grid_int","clinic_family_z",1.0050990496192,0.952254493137861,1.06070649021925,0,5703.85840708096,5716.45687753125
"grid_int","depression_z",1.02289895211919,0.986877483104573,1.06025933742415,0,5703.85840708096,5716.45687753125
"eb_int","oyster_z",1.01127147912041,0.961732114698023,1.06336264418444,0,5709.01727486748,5717.24232970892
"eb_int","dairy_farm_z",1.04490282186164,1.00622759070363,1.08506456911098,1,5709.01727486748,5717.24232970892
"eb_int","gw_household_z",1.07850365781388,1.00753125791768,1.15447548726369,1,5709.01727486748,5717.24232970892
"eb_int","gw_simple_z",1.05834288209712,0.997932751682621,1.12240995617896,0,5709.01727486748,5717.24232970892
"eb_int","water_supply_z",1.01205568213749,0.933016884768323,1.09779010483944,0,5709.01727486748,5717.24232970892
"eb_int","septic_pop_z",1.0053532864237,0.960812976675314,1.05195834679541,0,5709.01727486748,5717.24232970892
"eb_int","ww_facility_z",0.990241739589199,0.934917018469839,1.04884036064456,0,5709.01727486748,5717.24232970892
"eb_int","pub_sewage_z",1.00116275389931,0.91005630541398,1.10138994019638,0,5709.01727486748,5717.24232970892
"eb_int","test_total_z",0.986936417848501,0.937142512393077,1.03937606073203,0,5709.01727486748,5717.24232970892
"eb_int","sewer_repair_z",0.910770998090649,0.829169763732243,1.00040286952733,0,5709.01727486748,5717.24232970892
"eb_int","paddy_z",0.961050682319681,0.886098075603631,1.04234332453316,0,5709.01727486748,5717.24232970892
"eb_int","forest_z",0.829182002509392,0.753022801634031,0.913043790697364,1,5709.01727486748,5717.24232970892
"eb_int","residential_z",1.06297215809989,0.984225938207678,1.14801872723772,0,5709.01727486748,5717.24232970892
"eb_int","health_practice_z",0.970691186291002,0.919005906921245,1.02528326754681,0,5709.01727486748,5717.24232970892
"eb_int","food_safety_z",1.03182666188806,0.991590390391465,1.0736956211957,0,5709.01727486748,5717.24232970892
"eb_int","elderly_alone_z",0.969320613458335,0.916358813352976,1.02534338949313,0,5709.01727486748,5717.24232970892
"eb_int","alone_80_84_z",0.958949420021057,0.910884084589665,1.00955105673295,0,5709.01727486748,5717.24232970892
"eb_int","welfare_z",1.00925560857281,0.957092096844498,1.06426214028299,0,5709.01727486748,5717.24232970892
"eb_int","fiscal_indep_z",0.861694979712355,0.79228955461348,0.937180395396877,1,5709.01727486748,5717.24232970892
"eb_int","fiscal_auto_z",1.07917562863451,0.991321443826986,1.17481574184726,0,5709.01727486748,5717.24232970892
"eb_int","sex_ratio_z",1.00579574761503,0.958834954576586,1.0550565361556,0,5709.01727486748,5717.24232970892
"eb_int","elderly_rate_z",1.01974585817121,0.937445354252435,1.10927171438872,0,5709.01727486748,5717.24232970892
"eb_int","urban_pop_rate_z",0.952754306818747,0.887435181191076,1.02288120687681,0,5709.01727486748,5717.24232970892
"eb_int","net_migration_z",1.0095847207204,0.974113008095211,1.04634811345469,0,5709.01727486748,5717.24232970892
"eb_int","med_in_z",1.04265477077923,0.959620223531389,1.13287417706567,0,5709.01727486748,5717.24232970892
"eb_int","clinic_family_z",1.0045017801815,0.952207598987147,1.05966789958522,0,5709.01727486748,5717.24232970892
"eb_int","depression_z",1.02240164534025,0.986676487118848,1.05942032473764,0,5709.01727486748,5717.24232970892
"prior_wide","oyster_z",1.01089423068775,0.959879802918932,1.06539826821606,0,5695.30123476015,5711.48960356146
"prior_wide","dairy_farm_z",1.04477956669586,1.00549884424751,1.08546391556315,1,5695.30123476015,5711.48960356146
"prior_wide","gw_household_z",1.07867373515916,1.00519684709866,1.15641994067312,1,5695.30123476015,5711.48960356146
"prior_wide","gw_simple_z",1.058510252761,0.997092292413904,1.12375231302634,0,5695.30123476015,5711.48960356146
"prior_wide","water_supply_z",1.01286181257625,0.93279746917237,1.09977258174024,0,5695.30123476015,5711.48960356146
"prior_wide","septic_pop_z",1.00601976087214,0.960853787305218,1.05351896013788,0,5695.30123476015,5711.48960356146
"prior_wide","ww_facility_z",0.990679954774319,0.934555040327185,1.05036175164825,0,5695.30123476015,5711.48960356146
"prior_wide","pub_sewage_z",1.00143778703482,0.909227735070281,1.10336426846654,0,5695.30123476015,5711.48960356146
"prior_wide","test_total_z",0.987310363469204,0.93672097089097,1.04054188897785,0,5695.30123476015,5711.48960356146
"prior_wide","sewer_repair_z",0.910410092906872,0.828451435568703,1.00050710658535,0,5695.30123476015,5711.48960356146
"prior_wide","paddy_z",0.961036868166316,0.884660136383238,1.04349198039549,0,5695.30123476015,5711.48960356146
"prior_wide","forest_z",0.829513914580015,0.751750581171181,0.916720919894775,1,5695.30123476015,5711.48960356146
"prior_wide","residential_z",1.06239531115122,0.98255111544652,1.14877024794437,0,5695.30123476015,5711.48960356146
"prior_wide","health_practice_z",0.97126038120062,0.918987044863837,1.02664673197898,0,5695.30123476015,5711.48960356146
"prior_wide","food_safety_z",1.03216104524383,0.99143420805914,1.07459205546093,0,5695.30123476015,5711.48960356146
"prior_wide","elderly_alone_z",0.968407975298918,0.914519202120562,1.02524848035318,0,5695.30123476015,5711.48960356146
"prior_wide","alone_80_84_z",0.958971408718812,0.909522774748859,1.01052775486888,0,5695.30123476015,5711.48960356146
"prior_wide","welfare_z",1.0094221357468,0.956262331823318,1.06526022172512,0,5695.30123476015,5711.48960356146
"prior_wide","fiscal_indep_z",0.861249205745447,0.79087166502243,0.937793706628906,1,5695.30123476015,5711.48960356146
"prior_wide","fiscal_auto_z",1.07996388343888,0.990936697127093,1.17730753841843,0,5695.30123476015,5711.48960356146
"prior_wide","sex_ratio_z",1.00551504127197,0.957698317490417,1.05566114810116,0,5695.30123476015,5711.48960356146
"prior_wide","elderly_rate_z",1.02046153545634,0.937125092833774,1.11119340096762,0,5695.30123476015,5711.48960356146
"prior_wide","urban_pop_rate_z",0.952713429122294,0.886522519103361,1.02373991385095,0,5695.30123476015,5711.48960356146
"prior_wide","net_migration_z",1.0095338377108,0.973584249252686,1.04678627271272,0,5695.30123476015,5711.48960356146
"prior_wide","med_in_z",1.04292581152055,0.958875720823918,1.13502568765786,0,5695.30123476015,5711.48960356146
"prior_wide","clinic_family_z",1.00518460144591,0.952030847702978,1.06115361071108,0,5695.30123476015,5711.48960356146
"prior_wide","depression_z",1.02313594851199,0.986890368000116,1.06079106386923,0,5695.30123476015,5711.48960356146
"prior_tight","oyster_z",1.00972179630734,0.959419537763256,1.06344411087408,0,5711.21537928013,5720.73197060951
"prior_tight","dairy_farm_z",1.04527164860429,1.00644799385357,1.08546929756765,1,5711.21537928013,5720.73197060951
"prior_tight","gw_household_z",1.08056732765791,1.0082222733251,1.15696415079937,1,5711.21537928013,5720.73197060951
"prior_tight","gw_simple_z",1.05831595476792,0.998110130997449,1.12216894435183,0,5711.21537928013,5720.73197060951
"prior_tight","water_supply_z",1.01227040009031,0.933415366199532,1.09769620171451,0,5711.21537928013,5720.73197060951
"prior_tight","septic_pop_z",1.00534130629466,0.960939943896233,1.0519527572422,0,5711.21537928013,5720.73197060951
"prior_tight","ww_facility_z",0.989890868166246,0.934851844951973,1.04832296114149,0,5711.21537928013,5720.73197060951
"prior_tight","pub_sewage_z",1.00035178405727,0.909686465876393,1.10039075338006,0,5711.21537928013,5720.73197060951
"prior_tight","test_total_z",0.986981070142166,0.937307118068048,1.03918454371674,0,5711.21537928013,5720.73197060951
"prior_tight","sewer_repair_z",0.910840822177273,0.82923117683505,1.00052176645711,0,5711.21537928013,5720.73197060951
"prior_tight","paddy_z",0.961919268957643,0.886892839789059,1.04280020999306,0,5711.21537928013,5720.73197060951
"prior_tight","forest_z",0.827138867657089,0.750997497431822,0.912400495368469,1,5711.21537928013,5720.73197060951
"prior_tight","residential_z",1.06262823164906,0.984189186419614,1.1473840176804,0,5711.21537928013,5720.73197060951
"prior_tight","health_practice_z",0.96988690695205,0.918350568540503,1.02444166221339,0,5711.21537928013,5720.73197060951
"prior_tight","food_safety_z",1.03184107530669,0.991685155541079,1.07363404018123,0,5711.21537928013,5720.73197060951
"prior_tight","elderly_alone_z",0.9683665363977,0.915451576160229,1.02418194919263,0,5711.21537928013,5720.73197060951
"prior_tight","alone_80_84_z",0.959320522902862,0.910805446532107,1.00986524665849,0,5711.21537928013,5720.73197060951
"prior_tight","welfare_z",1.00989824461086,0.957710378070004,1.06465586453356,0,5711.21537928013,5720.73197060951
"prior_tight","fiscal_indep_z",0.861761492214647,0.792611328746619,0.936901110401586,1,5711.21537928013,5720.73197060951
"prior_tight","fiscal_auto_z",1.07846729633251,0.991126608470122,1.17374079227804,0,5711.21537928013,5720.73197060951
"prior_tight","sex_ratio_z",1.00608334701295,0.959179350348689,1.05524290185707,0,5711.21537928013,5720.73197060951
"prior_tight","elderly_rate_z",1.01941229620411,0.937292119431779,1.10868780642319,0,5711.21537928013,5720.73197060951
"prior_tight","urban_pop_rate_z",0.952593263180836,0.887376032775643,1.0225154106949,0,5711.21537928013,5720.73197060951
"prior_tight","net_migration_z",1.00975608661525,0.974219584152948,1.04656396284581,0,5711.21537928013,5720.73197060951
"prior_tight","med_in_z",1.04170077279322,0.958882710562457,1.13230461844364,0,5711.21537928013,5720.73197060951
"prior_tight","clinic_family_z",1.0049551208197,0.952631946562279,1.05996514413789,0,5711.21537928013,5720.73197060951
"prior_tight","depression_z",1.02275309883187,0.986978331664681,1.0598708772866,0,5711.21537928013,5720.73197060951
"bym2","oyster_z",1.00973908016161,0.959134128202014,1.06367632088613,0,5705.52380037336,5717.44175634258
"bym2","dairy_farm_z",1.04523931048535,1.00618436151202,1.08569901042198,1,5705.52380037336,5717.44175634258
"bym2","gw_household_z",1.0808839322411,1.00791377926374,1.15818479942818,1,5705.52380037336,5717.44175634258
"bym2","gw_simple_z",1.05848283567516,0.99748963925929,1.12326288368099,0,5705.52380037336,5717.44175634258
"bym2","water_supply_z",1.01351703937112,0.933913666920514,1.09988275778066,0,5705.52380037336,5717.44175634258
"bym2","septic_pop_z",1.00600287109456,0.961126985805472,1.05314000015825,0,5705.52380037336,5717.44175634258
"bym2","ww_facility_z",0.990456975751046,0.934727001409653,1.0496775395044,0,5705.52380037336,5717.44175634258
"bym2","pub_sewage_z",1.00106783374148,0.909475349814107,1.10220757562308,0,5705.52380037336,5717.44175634258
"bym2","test_total_z",0.987387803196075,0.937131403963135,1.04027302768132,0,5705.52380037336,5717.44175634258
"bym2","sewer_repair_z",0.910450175375106,0.828656470435823,1.00034139807375,0,5705.52380037336,5717.44175634258
"bym2","paddy_z",0.961696485756502,0.885908847444922,1.04354253973931,0,5705.52380037336,5717.44175634258
"bym2","forest_z",0.827033997733296,0.75003963385098,0.913115544119443,1,5705.52380037336,5717.44175634258
"bym2","residential_z",1.06231226919425,0.982995166013772,1.14803981620165,0,5705.52380037336,5717.44175634258
"bym2","health_practice_z",0.970483899307623,0.918593571145008,1.02539971155687,0,5705.52380037336,5717.44175634258
"bym2","food_safety_z",1.0322841183341,0.991766564072527,1.07448825983303,0,5705.52380037336,5717.44175634258
"bym2","elderly_alone_z",0.967968416620101,0.914576340060956,1.02431015125623,0,5705.52380037336,5717.44175634258
"bym2","alone_80_84_z",0.95909452561486,0.909930787787247,1.01036461625513,0,5705.52380037336,5717.44175634258
"bym2","welfare_z",1.00992680090454,0.957139006177291,1.06539033999649,0,5705.52380037336,5717.44175634258
"bym2","fiscal_indep_z",0.861191223333174,0.791403255412064,0.937073432027753,1,5705.52380037336,5717.44175634258
"bym2","fiscal_auto_z",1.07950574235893,0.991254705743727,1.1758339562018,0,5705.52380037336,5717.44175634258
"bym2","sex_ratio_z",1.00575130728607,0.958367613577417,1.05541861140618,0,5705.52380037336,5717.44175634258
"bym2","elderly_rate_z",1.02033694047009,0.937552987288346,1.11041988030136,0,5705.52380037336,5717.44175634258
"bym2","urban_pop_rate_z",0.952191038108731,0.886407560191785,1.02276006380586,0,5705.52380037336,5717.44175634258
"bym2","net_migration_z",1.00970765714431,0.973990433021583,1.04670732303944,0,5705.52380037336,5717.44175634258
"bym2","med_in_z",1.04236073838965,0.958858461189689,1.13372373157058,0,5705.52380037336,5717.44175634258
"bym2","clinic_family_z",1.00559807047058,0.952792760798768,1.06119930155294,0,5705.52380037336,5717.44175634258
"bym2","depression_z",1.02303187094259,0.987051900850441,1.06035149104471,0,5705.52380037336,5717.44175634258
